Notes,Census Region,Census Region Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,Census Region 2: Midwest,CENS-R2,2008,2008,44 years,44,1126
,Census Region 2: Midwest,CENS-R2,2008,2008,45 years,45,588
,Census Region 2: Midwest,CENS-R2,2008,2008,46 years,46,307
,Census Region 2: Midwest,CENS-R2,2008,2008,47 years,47,160
,Census Region 2: Midwest,CENS-R2,2008,2008,48 years,48,99
,Census Region 2: Midwest,CENS-R2,2008,2008,49 years,49,50
,Census Region 2: Midwest,CENS-R2,2009,2009,13 years,13,141
,Census Region 2: Midwest,CENS-R2,2009,2009,14 years,14,708
,Census Region 2: Midwest,CENS-R2,2009,2009,15 years,15,2794
,Census Region 2: Midwest,CENS-R2,2009,2009,16 years,16,7203
,Census Region 2: Midwest,CENS-R2,2009,2009,17 years,17,13941
,Census Region 2: Midwest,CENS-R2,2009,2009,18 years,18,24005
,Census Region 2: Midwest,CENS-R2,2009,2009,19 years,19,35233
,Census Region 2: Midwest,CENS-R2,2009,2009,20 years,20,39003
,Census Region 2: Midwest,CENS-R2,2009,2009,21 years,21,40100
,Census Region 2: Midwest,CENS-R2,2009,2009,22 years,22,42054
,Census Region 2: Midwest,CENS-R2,2009,2009,23 years,23,43837
,Census Region 2: Midwest,CENS-R2,2009,2009,24 years,24,46630
,Census Region 2: Midwest,CENS-R2,2009,2009,25 years,25,48149
,Census Region 2: Midwest,CENS-R2,2009,2009,26 years,26,51242
,Census Region 2: Midwest,CENS-R2,2009,2009,27 years,27,53605
,Census Region 2: Midwest,CENS-R2,2009,2009,28 years,28,54447
,Census Region 2: Midwest,CENS-R2,2009,2009,29 years,29,54674
,Census Region 2: Midwest,CENS-R2,2009,2009,30 years,30,50360
,Census Region 2: Midwest,CENS-R2,2009,2009,31 years,31,46189
,Census Region 2: Midwest,CENS-R2,2009,2009,32 years,32,41031
,Census Region 2: Midwest,CENS-R2,2009,2009,33 years,33,34983
,Census Region 2: Midwest,CENS-R2,2009,2009,34 years,34,30660
,Census Region 2: Midwest,CENS-R2,2009,2009,35 years,35,25580
,Census Region 2: Midwest,CENS-R2,2009,2009,36 years,36,20894
,Census Region 2: Midwest,CENS-R2,2009,2009,37 years,37,17124
,Census Region 2: Midwest,CENS-R2,2009,2009,38 years,38,14288
,Census Region 2: Midwest,CENS-R2,2009,2009,39 years,39,10693
,Census Region 2: Midwest,CENS-R2,2009,2009,40 years,40,7490
,Census Region 2: Midwest,CENS-R2,2009,2009,41 years,41,4960
,Census Region 2: Midwest,CENS-R2,2009,2009,42 years,42,3057
,Census Region 2: Midwest,CENS-R2,2009,2009,43 years,43,1878
,Census Region 2: Midwest,CENS-R2,2009,2009,44 years,44,1107
,Census Region 2: Midwest,CENS-R2,2009,2009,45 years,45,573
,Census Region 2: Midwest,CENS-R2,2009,2009,46 years,46,316
,Census Region 2: Midwest,CENS-R2,2009,2009,47 years,47,140
,Census Region 2: Midwest,CENS-R2,2009,2009,48 years,48,84
,Census Region 2: Midwest,CENS-R2,2009,2009,49 years,49,49
,Census Region 2: Midwest,CENS-R2,2010,2010,13 years,13,125
,Census Region 2: Midwest,CENS-R2,2010,2010,14 years,14,689
,Census Region 2: Midwest,CENS-R2,2010,2010,15 years,15,2476
,Census Region 2: Midwest,CENS-R2,2010,2010,16 years,16,6341
,Census Region 2: Midwest,CENS-R2,2010,2010,17 years,17,12437
,Census Region 2: Midwest,CENS-R2,2010,2010,18 years,18,21457
,Census Region 2: Midwest,CENS-R2,2010,2010,19 years,19,32617
,Census Region 2: Midwest,CENS-R2,2010,2010,20 years,20,37558
,Census Region 2: Midwest,CENS-R2,2010,2010,21 years,21,37689
,Census Region 2: Midwest,CENS-R2,2010,2010,22 years,22,39968
,Census Region 2: Midwest,CENS-R2,2010,2010,23 years,23,40962
,Census Region 2: Midwest,CENS-R2,2010,2010,24 years,24,43867
,Census Region 2: Midwest,CENS-R2,2010,2010,25 years,25,46753
,Census Region 2: Midwest,CENS-R2,2010,2010,26 years,26,49363
,Census Region 2: Midwest,CENS-R2,2010,2010,27 years,27,51495
,Census Region 2: Midwest,CENS-R2,2010,2010,28 years,28,53616
,Census Region 2: Midwest,CENS-R2,2010,2010,29 years,29,53591
,Census Region 2: Midwest,CENS-R2,2010,2010,30 years,30,51030
,Census Region 2: Midwest,CENS-R2,2010,2010,31 years,31,46954
,Census Region 2: Midwest,CENS-R2,2010,2010,32 years,32,41225
,Census Region 2: Midwest,CENS-R2,2010,2010,33 years,33,36158
,Census Region 2: Midwest,CENS-R2,2010,2010,34 years,34,30230
,Census Region 2: Midwest,CENS-R2,2010,2010,35 years,35,25798
,Census Region 2: Midwest,CENS-R2,2010,2010,36 years,36,20623
,Census Region 2: Midwest,CENS-R2,2010,2010,37 years,37,16195
,Census Region 2: Midwest,CENS-R2,2010,2010,38 years,38,13105
,Census Region 2: Midwest,CENS-R2,2010,2010,39 years,39,10722
,Census Region 2: Midwest,CENS-R2,2010,2010,40 years,40,7666
,Census Region 2: Midwest,CENS-R2,2010,2010,41 years,41,4900
,Census Region 2: Midwest,CENS-R2,2010,2010,42 years,42,3037
,Census Region 2: Midwest,CENS-R2,2010,2010,43 years,43,1936
,Census Region 2: Midwest,CENS-R2,2010,2010,44 years,44,999
,Census Region 2: Midwest,CENS-R2,2010,2010,45 years,45,569
,Census Region 2: Midwest,CENS-R2,2010,2010,46 years,46,285
,Census Region 2: Midwest,CENS-R2,2010,2010,47 years,47,154
,Census Region 2: Midwest,CENS-R2,2010,2010,48 years,48,85
,Census Region 2: Midwest,CENS-R2,2010,2010,49 years,49,58
,Census Region 2: Midwest,CENS-R2,2011,2011,13 years,13,116
,Census Region 2: Midwest,CENS-R2,2011,2011,14 years,14,601
,Census Region 2: Midwest,CENS-R2,2011,2011,15 years,15,2194
,Census Region 2: Midwest,CENS-R2,2011,2011,16 years,16,5557
,Census Region 2: Midwest,CENS-R2,2011,2011,17 years,17,10817
,Census Region 2: Midwest,CENS-R2,2011,2011,18 years,18,18909
,Census Region 2: Midwest,CENS-R2,2011,2011,19 years,19,29874
,Census Region 2: Midwest,CENS-R2,2011,2011,20 years,20,35439
,Census Region 2: Midwest,CENS-R2,2011,2011,21 years,21,37809
,Census Region 2: Midwest,CENS-R2,2011,2011,22 years,22,39380
,Census Region 2: Midwest,CENS-R2,2011,2011,23 years,23,40005
,Census Region 2: Midwest,CENS-R2,2011,2011,24 years,24,42113
,Census Region 2: Midwest,CENS-R2,2011,2011,25 years,25,46029
,Census Region 2: Midwest,CENS-R2,2011,2011,26 years,26,49241
,Census Region 2: Midwest,CENS-R2,2011,2011,27 years,27,51264
,Census Region 2: Midwest,CENS-R2,2011,2011,28 years,28,53508
,Census Region 2: Midwest,CENS-R2,2011,2011,29 years,29,53609
,Census Region 2: Midwest,CENS-R2,2011,2011,30 years,30,51562
,Census Region 2: Midwest,CENS-R2,2011,2011,31 years,31,48624
,Census Region 2: Midwest,CENS-R2,2011,2011,32 years,32,42416
,Census Region 2: Midwest,CENS-R2,2011,2011,33 years,33,37105
,Census Region 2: Midwest,CENS-R2,2011,2011,34 years,34,31688
,Census Region 2: Midwest,CENS-R2,2011,2011,35 years,35,25885
,Census Region 2: Midwest,CENS-R2,2011,2011,36 years,36,21351
,Census Region 2: Midwest,CENS-R2,2011,2011,37 years,37,16403
,Census Region 2: Midwest,CENS-R2,2011,2011,38 years,38,12781
,Census Region 2: Midwest,CENS-R2,2011,2011,39 years,39,10057
,Census Region 2: Midwest,CENS-R2,2011,2011,40 years,40,7604
,Census Region 2: Midwest,CENS-R2,2011,2011,41 years,41,5080
,Census Region 2: Midwest,CENS-R2,2011,2011,42 years,42,3112
,Census Region 2: Midwest,CENS-R2,2011,2011,43 years,43,1848
,Census Region 2: Midwest,CENS-R2,2011,2011,44 years,44,1056
,Census Region 2: Midwest,CENS-R2,2011,2011,45 years,45,523
,Census Region 2: Midwest,CENS-R2,2011,2011,46 years,46,307
,Census Region 2: Midwest,CENS-R2,2011,2011,47 years,47,144
,Census Region 2: Midwest,CENS-R2,2011,2011,48 years,48,79
,Census Region 2: Midwest,CENS-R2,2011,2011,49 years,49,49
,Census Region 2: Midwest,CENS-R2,2012,2012,13 years,13,116
,Census Region 2: Midwest,CENS-R2,2012,2012,14 years,14,571
,Census Region 2: Midwest,CENS-R2,2012,2012,15 years,15,2020
,Census Region 2: Midwest,CENS-R2,2012,2012,16 years,16,5030
,Census Region 2: Midwest,CENS-R2,2012,2012,17 years,17,9922
,Census Region 2: Midwest,CENS-R2,2012,2012,18 years,18,17373
,Census Region 2: Midwest,CENS-R2,2012,2012,19 years,19,28251
,Census Region 2: Midwest,CENS-R2,2012,2012,20 years,20,33900
,Census Region 2: Midwest,CENS-R2,2012,2012,21 years,21,36899
,Census Region 2: Midwest,CENS-R2,2012,2012,22 years,22,40433
,Census Region 2: Midwest,CENS-R2,2012,2012,23 years,23,40595
,Census Region 2: Midwest,CENS-R2,2012,2012,24 years,24,42566
,Census Region 2: Midwest,CENS-R2,2012,2012,25 years,25,45212
,Census Region 2: Midwest,CENS-R2,2012,2012,26 years,26,48452
,Census Region 2: Midwest,CENS-R2,2012,2012,27 years,27,52070
,Census Region 2: Midwest,CENS-R2,2012,2012,28 years,28,52573
,Census Region 2: Midwest,CENS-R2,2012,2012,29 years,29,53596
,Census Region 2: Midwest,CENS-R2,2012,2012,30 years,30,52213
,Census Region 2: Midwest,CENS-R2,2012,2012,31 years,31,49201
,Census Region 2: Midwest,CENS-R2,2012,2012,32 years,32,44496
,Census Region 2: Midwest,CENS-R2,2012,2012,33 years,33,37985
,Census Region 2: Midwest,CENS-R2,2012,2012,34 years,34,32292
,Census Region 2: Midwest,CENS-R2,2012,2012,35 years,35,26760
,Census Region 2: Midwest,CENS-R2,2012,2012,36 years,36,21090
,Census Region 2: Midwest,CENS-R2,2012,2012,37 years,37,16890
,Census Region 2: Midwest,CENS-R2,2012,2012,38 years,38,12558
,Census Region 2: Midwest,CENS-R2,2012,2012,39 years,39,9806
,Census Region 2: Midwest,CENS-R2,2012,2012,40 years,40,7213
,Census Region 2: Midwest,CENS-R2,2012,2012,41 years,41,5186
,Census Region 2: Midwest,CENS-R2,2012,2012,42 years,42,3260
,Census Region 2: Midwest,CENS-R2,2012,2012,43 years,43,1905
,Census Region 2: Midwest,CENS-R2,2012,2012,44 years,44,1033
,Census Region 2: Midwest,CENS-R2,2012,2012,45 years,45,568
,Census Region 2: Midwest,CENS-R2,2012,2012,46 years,46,288
,Census Region 2: Midwest,CENS-R2,2012,2012,47 years,47,147
,Census Region 2: Midwest,CENS-R2,2012,2012,48 years,48,68
,Census Region 2: Midwest,CENS-R2,2012,2012,49 years,49,45
,Census Region 2: Midwest,CENS-R2,2013,2013,13 years,13,84
,Census Region 2: Midwest,CENS-R2,2013,2013,14 years,14,472
,Census Region 2: Midwest,CENS-R2,2013,2013,15 years,15,1789
,Census Region 2: Midwest,CENS-R2,2013,2013,16 years,16,4387
,Census Region 2: Midwest,CENS-R2,2013,2013,17 years,17,8560
,Census Region 2: Midwest,CENS-R2,2013,2013,18 years,18,15679
,Census Region 2: Midwest,CENS-R2,2013,2013,19 years,19,25617
,Census Region 2: Midwest,CENS-R2,2013,2013,20 years,20,32214
,Census Region 2: Midwest,CENS-R2,2013,2013,21 years,21,35146
,Census Region 2: Midwest,CENS-R2,2013,2013,22 years,22,39413
,Census Region 2: Midwest,CENS-R2,2013,2013,23 years,23,41164
,Census Region 2: Midwest,CENS-R2,2013,2013,24 years,24,42867
,Census Region 2: Midwest,CENS-R2,2013,2013,25 years,25,45420
,Census Region 2: Midwest,CENS-R2,2013,2013,26 years,26,47648
,Census Region 2: Midwest,CENS-R2,2013,2013,27 years,27,51274
,Census Region 2: Midwest,CENS-R2,2013,2013,28 years,28,53385
,Census Region 2: Midwest,CENS-R2,2013,2013,29 years,29,53293
,Census Region 2: Midwest,CENS-R2,2013,2013,30 years,30,52374
,Census Region 2: Midwest,CENS-R2,2013,2013,31 years,31,50515
,Census Region 2: Midwest,CENS-R2,2013,2013,32 years,32,45356
,Census Region 2: Midwest,CENS-R2,2013,2013,33 years,33,39833
,Census Region 2: Midwest,CENS-R2,2013,2013,34 years,34,33624
,Census Region 2: Midwest,CENS-R2,2013,2013,35 years,35,28037
,Census Region 2: Midwest,CENS-R2,2013,2013,36 years,36,22530
,Census Region 2: Midwest,CENS-R2,2013,2013,37 years,37,17128
,Census Region 2: Midwest,CENS-R2,2013,2013,38 years,38,13164
,Census Region 2: Midwest,CENS-R2,2013,2013,39 years,39,9750
,Census Region 2: Midwest,CENS-R2,2013,2013,40 years,40,7093
,Census Region 2: Midwest,CENS-R2,2013,2013,41 years,41,5032
,Census Region 2: Midwest,CENS-R2,2013,2013,42 years,42,3336
,Census Region 2: Midwest,CENS-R2,2013,2013,43 years,43,1940
,Census Region 2: Midwest,CENS-R2,2013,2013,44 years,44,1050
,Census Region 2: Midwest,CENS-R2,2013,2013,45 years,45,618
,Census Region 2: Midwest,CENS-R2,2013,2013,46 years,46,297
,Census Region 2: Midwest,CENS-R2,2013,2013,47 years,47,141
,Census Region 2: Midwest,CENS-R2,2013,2013,48 years,48,75
,Census Region 2: Midwest,CENS-R2,2013,2013,49 years,49,49
,Census Region 2: Midwest,CENS-R2,2014,2014,13 years,13,70
,Census Region 2: Midwest,CENS-R2,2014,2014,14 years,14,444
,Census Region 2: Midwest,CENS-R2,2014,2014,15 years,15,1531
,Census Region 2: Midwest,CENS-R2,2014,2014,16 years,16,3959
,Census Region 2: Midwest,CENS-R2,2014,2014,17 years,17,7628
,Census Region 2: Midwest,CENS-R2,2014,2014,18 years,18,14250
,Census Region 2: Midwest,CENS-R2,2014,2014,19 years,19,23616
,Census Region 2: Midwest,CENS-R2,2014,2014,20 years,20,30123
,Census Region 2: Midwest,CENS-R2,2014,2014,21 years,21,33901
,Census Region 2: Midwest,CENS-R2,2014,2014,22 years,22,38183
,Census Region 2: Midwest,CENS-R2,2014,2014,23 years,23,41100
,Census Region 2: Midwest,CENS-R2,2014,2014,24 years,24,43993
,Census Region 2: Midwest,CENS-R2,2014,2014,25 years,25,46057
,Census Region 2: Midwest,CENS-R2,2014,2014,26 years,26,48455
,Census Region 2: Midwest,CENS-R2,2014,2014,27 years,27,50838
,Census Region 2: Midwest,CENS-R2,2014,2014,28 years,28,54035
,Census Region 2: Midwest,CENS-R2,2014,2014,29 years,29,55349
,Census Region 2: Midwest,CENS-R2,2014,2014,30 years,30,53726
,Census Region 2: Midwest,CENS-R2,2014,2014,31 years,31,52007
,Census Region 2: Midwest,CENS-R2,2014,2014,32 years,32,47414
,Census Region 2: Midwest,CENS-R2,2014,2014,33 years,33,41698
,Census Region 2: Midwest,CENS-R2,2014,2014,34 years,34,35960
,Census Region 2: Midwest,CENS-R2,2014,2014,35 years,35,29518
,Census Region 2: Midwest,CENS-R2,2014,2014,36 years,36,23255
,Census Region 2: Midwest,CENS-R2,2014,2014,37 years,37,18036
,Census Region 2: Midwest,CENS-R2,2014,2014,38 years,38,13391
,Census Region 2: Midwest,CENS-R2,2014,2014,39 years,39,10248
,Census Region 2: Midwest,CENS-R2,2014,2014,40 years,40,7213
,Census Region 2: Midwest,CENS-R2,2014,2014,41 years,41,4646
,Census Region 2: Midwest,CENS-R2,2014,2014,42 years,42,3205
,Census Region 2: Midwest,CENS-R2,2014,2014,43 years,43,1964
,Census Region 2: Midwest,CENS-R2,2014,2014,44 years,44,1149
,Census Region 2: Midwest,CENS-R2,2014,2014,45 years,45,591
,Census Region 2: Midwest,CENS-R2,2014,2014,46 years,46,273
,Census Region 2: Midwest,CENS-R2,2014,2014,47 years,47,199
,Census Region 2: Midwest,CENS-R2,2014,2014,48 years,48,71
,Census Region 2: Midwest,CENS-R2,2014,2014,49 years,49,44
,Census Region 2: Midwest,CENS-R2,2015,2015,13 years,13,83
,Census Region 2: Midwest,CENS-R2,2015,2015,14 years,14,364
,Census Region 2: Midwest,CENS-R2,2015,2015,15 years,15,1438
,Census Region 2: Midwest,CENS-R2,2015,2015,16 years,16,3632
,Census Region 2: Midwest,CENS-R2,2015,2015,17 years,17,6915
,Census Region 2: Midwest,CENS-R2,2015,2015,18 years,18,13117
,Census Region 2: Midwest,CENS-R2,2015,2015,19 years,19,21907
,Census Region 2: Midwest,CENS-R2,2015,2015,20 years,20,28389
,Census Region 2: Midwest,CENS-R2,2015,2015,21 years,21,31941
,Census Region 2: Midwest,CENS-R2,2015,2015,22 years,22,36720
,Census Region 2: Midwest,CENS-R2,2015,2015,23 years,23,39918
,Census Region 2: Midwest,CENS-R2,2015,2015,24 years,24,43869
,Census Region 2: Midwest,CENS-R2,2015,2015,25 years,25,47051
,Census Region 2: Midwest,CENS-R2,2015,2015,26 years,26,49199
,Census Region 2: Midwest,CENS-R2,2015,2015,27 years,27,51275
,Census Region 2: Midwest,CENS-R2,2015,2015,28 years,28,53686
,Census Region 2: Midwest,CENS-R2,2015,2015,29 years,29,55059
,Census Region 2: Midwest,CENS-R2,2015,2015,30 years,30,54518
,Census Region 2: Midwest,CENS-R2,2015,2015,31 years,31,51315
,Census Region 2: Midwest,CENS-R2,2015,2015,32 years,32,47972
,Census Region 2: Midwest,CENS-R2,2015,2015,33 years,33,42446
,Census Region 2: Midwest,CENS-R2,2015,2015,34 years,34,36853
,Census Region 2: Midwest,CENS-R2,2015,2015,35 years,35,31086
,Census Region 2: Midwest,CENS-R2,2015,2015,36 years,36,24364
,Census Region 2: Midwest,CENS-R2,2015,2015,37 years,37,18653
,Census Region 2: Midwest,CENS-R2,2015,2015,38 years,38,14068
,Census Region 2: Midwest,CENS-R2,2015,2015,39 years,39,10230
,Census Region 2: Midwest,CENS-R2,2015,2015,40 years,40,7190
,Census Region 2: Midwest,CENS-R2,2015,2015,41 years,41,4779
,Census Region 2: Midwest,CENS-R2,2015,2015,42 years,42,3193
,Census Region 2: Midwest,CENS-R2,2015,2015,43 years,43,1885
,Census Region 2: Midwest,CENS-R2,2015,2015,44 years,44,1129
,Census Region 2: Midwest,CENS-R2,2015,2015,45 years,45,632
,Census Region 2: Midwest,CENS-R2,2015,2015,46 years,46,358
,Census Region 2: Midwest,CENS-R2,2015,2015,47 years,47,150
,Census Region 2: Midwest,CENS-R2,2015,2015,48 years,48,98
,Census Region 2: Midwest,CENS-R2,2015,2015,49 years,49,68
,Census Region 3: South,CENS-R3,2007,2007,13 years,13,534
,Census Region 3: South,CENS-R3,2007,2007,14 years,14,2494
,Census Region 3: South,CENS-R3,2007,2007,15 years,15,8627
,Census Region 3: South,CENS-R3,2007,2007,16 years,16,19817
,Census Region 3: South,CENS-R3,2007,2007,17 years,17,35905
,Census Region 3: South,CENS-R3,2007,2007,18 years,18,57199
,Census Region 3: South,CENS-R3,2007,2007,19 years,19,78779
,Census Region 3: South,CENS-R3,2007,2007,20 years,20,87604
,Census Region 3: South,CENS-R3,2007,2007,21 years,21,91114
,Census Region 3: South,CENS-R3,2007,2007,22 years,22,92475
,Census Region 3: South,CENS-R3,2007,2007,23 years,23,92343
,Census Region 3: South,CENS-R3,2007,2007,24 years,24,93998
,Census Region 3: South,CENS-R3,2007,2007,25 years,25,93698
,Census Region 3: South,CENS-R3,2007,2007,26 years,26,93751
,Census Region 3: South,CENS-R3,2007,2007,27 years,27,92874
,Census Region 3: South,CENS-R3,2007,2007,28 years,28,87827
,Census Region 3: South,CENS-R3,2007,2007,29 years,29,84425
,Census Region 3: South,CENS-R3,2007,2007,30 years,30,79858
,Census Region 3: South,CENS-R3,2007,2007,31 years,31,71917
,Census Region 3: South,CENS-R3,2007,2007,32 years,32,65946
,Census Region 3: South,CENS-R3,2007,2007,33 years,33,58887
,Census Region 3: South,CENS-R3,2007,2007,34 years,34,53060
,Census Region 3: South,CENS-R3,2007,2007,35 years,35,47234
,Census Region 3: South,CENS-R3,2007,2007,36 years,36,41269
,Census Region 3: South,CENS-R3,2007,2007,37 years,37,32423
,Census Region 3: South,CENS-R3,2007,2007,38 years,38,24568
,Census Region 3: South,CENS-R3,2007,2007,39 years,39,18190
,Census Region 3: South,CENS-R3,2007,2007,40 years,40,12959
,Census Region 3: South,CENS-R3,2007,2007,41 years,41,8780
,Census Region 3: South,CENS-R3,2007,2007,42 years,42,5737
,Census Region 3: South,CENS-R3,2007,2007,43 years,43,3577
,Census Region 3: South,CENS-R3,2007,2007,44 years,44,1994
,Census Region 3: South,CENS-R3,2007,2007,45 years,45,1003
,Census Region 3: South,CENS-R3,2007,2007,46 years,46,464
,Census Region 3: South,CENS-R3,2007,2007,47 years,47,229
,Census Region 3: South,CENS-R3,2007,2007,48 years,48,133
,Census Region 3: South,CENS-R3,2007,2007,49 years,49,61
,Census Region 3: South,CENS-R3,2008,2008,13 years,13,488
,Census Region 3: South,CENS-R3,2008,2008,14 years,14,2365
,Census Region 3: South,CENS-R3,2008,2008,15 years,15,7973
,Census Region 3: South,CENS-R3,2008,2008,16 years,16,18849
,Census Region 3: South,CENS-R3,2008,2008,17 years,17,35143
,Census Region 3: South,CENS-R3,2008,2008,18 years,18,56469
,Census Region 3: South,CENS-R3,2008,2008,19 years,19,77914
,Census Region 3: South,CENS-R3,2008,2008,20 years,20,86378
,Census Region 3: South,CENS-R3,2008,2008,21 years,21,87346
,Census Region 3: South,CENS-R3,2008,2008,22 years,22,90679
,Census Region 3: South,CENS-R3,2008,2008,23 years,23,90386
,Census Region 3: South,CENS-R3,2008,2008,24 years,24,89802
,Census Region 3: South,CENS-R3,2008,2008,25 years,25,91708
,Census Region 3: South,CENS-R3,2008,2008,26 years,26,91565
,Census Region 3: South,CENS-R3,2008,2008,27 years,27,91296
,Census Region 3: South,CENS-R3,2008,2008,28 years,28,89823
,Census Region 3: South,CENS-R3,2008,2008,29 years,29,84801
,Census Region 3: South,CENS-R3,2008,2008,30 years,30,79460
,Census Region 3: South,CENS-R3,2008,2008,31 years,31,73747
,Census Region 3: South,CENS-R3,2008,2008,32 years,32,65044
,Census Region 3: South,CENS-R3,2008,2008,33 years,33,58727
,Census Region 3: South,CENS-R3,2008,2008,34 years,34,51478
,Census Region 3: South,CENS-R3,2008,2008,35 years,35,45330
,Census Region 3: South,CENS-R3,2008,2008,36 years,36,39000
,Census Region 3: South,CENS-R3,2008,2008,37 years,37,32902
,Census Region 3: South,CENS-R3,2008,2008,38 years,38,25403
,Census Region 3: South,CENS-R3,2008,2008,39 years,39,18657
,Census Region 3: South,CENS-R3,2008,2008,40 years,40,13170
,Census Region 3: South,CENS-R3,2008,2008,41 years,41,8927
,Census Region 3: South,CENS-R3,2008,2008,42 years,42,5686
,Census Region 3: South,CENS-R3,2008,2008,43 years,43,3570
,Census Region 3: South,CENS-R3,2008,2008,44 years,44,2022
,Census Region 3: South,CENS-R3,2008,2008,45 years,45,1013
,Census Region 3: South,CENS-R3,2008,2008,46 years,46,543
,Census Region 3: South,CENS-R3,2008,2008,47 years,47,268
,Census Region 3: South,CENS-R3,2008,2008,48 years,48,156
,Census Region 3: South,CENS-R3,2008,2008,49 years,49,65
,Census Region 3: South,CENS-R3,2009,2009,13 years,13,433
,Census Region 3: South,CENS-R3,2009,2009,14 years,14,2116
,Census Region 3: South,CENS-R3,2009,2009,15 years,15,7411
,Census Region 3: South,CENS-R3,2009,2009,16 years,16,17416
,Census Region 3: South,CENS-R3,2009,2009,17 years,17,32458
,Census Region 3: South,CENS-R3,2009,2009,18 years,18,53663
,Census Region 3: South,CENS-R3,2009,2009,19 years,19,75499
,Census Region 3: South,CENS-R3,2009,2009,20 years,20,83767
,Census Region 3: South,CENS-R3,2009,2009,21 years,21,84643
,Census Region 3: South,CENS-R3,2009,2009,22 years,22,86411
,Census Region 3: South,CENS-R3,2009,2009,23 years,23,86637
,Census Region 3: South,CENS-R3,2009,2009,24 years,24,86803
,Census Region 3: South,CENS-R3,2009,2009,25 years,25,86621
,Census Region 3: South,CENS-R3,2009,2009,26 years,26,90029
,Census Region 3: South,CENS-R3,2009,2009,27 years,27,89703
,Census Region 3: South,CENS-R3,2009,2009,28 years,28,88470
,Census Region 3: South,CENS-R3,2009,2009,29 years,29,85327
,Census Region 3: South,CENS-R3,2009,2009,30 years,30,79388
,Census Region 3: South,CENS-R3,2009,2009,31 years,31,72765
,Census Region 3: South,CENS-R3,2009,2009,32 years,32,66105
,Census Region 3: South,CENS-R3,2009,2009,33 years,33,57503
,Census Region 3: South,CENS-R3,2009,2009,34 years,34,51976
,Census Region 3: South,CENS-R3,2009,2009,35 years,35,44409
,Census Region 3: South,CENS-R3,2009,2009,36 years,36,37471
,Census Region 3: South,CENS-R3,2009,2009,37 years,37,31018
,Census Region 3: South,CENS-R3,2009,2009,38 years,38,25581
,Census Region 3: South,CENS-R3,2009,2009,39 years,39,19287
,Census Region 3: South,CENS-R3,2009,2009,40 years,40,13582
,Census Region 3: South,CENS-R3,2009,2009,41 years,41,8851
,Census Region 3: South,CENS-R3,2009,2009,42 years,42,5637
,Census Region 3: South,CENS-R3,2009,2009,43 years,43,3366
,Census Region 3: South,CENS-R3,2009,2009,44 years,44,1954
,Census Region 3: South,CENS-R3,2009,2009,45 years,45,1063
,Census Region 3: South,CENS-R3,2009,2009,46 years,46,582
,Census Region 3: South,CENS-R3,2009,2009,47 years,47,285
,Census Region 3: South,CENS-R3,2009,2009,48 years,48,158
,Census Region 3: South,CENS-R3,2009,2009,49 years,49,87
,Census Region 3: South,CENS-R3,2010,2010,13 years,13,407
,Census Region 3: South,CENS-R3,2010,2010,14 years,14,1847
,Census Region 3: South,CENS-R3,2010,2010,15 years,15,6385
,Census Region 3: South,CENS-R3,2010,2010,16 years,16,15447
,Census Region 3: South,CENS-R3,2010,2010,17 years,17,28587
,Census Region 3: South,CENS-R3,2010,2010,18 years,18,47197
,Census Region 3: South,CENS-R3,2010,2010,19 years,19,68873
,Census Region 3: South,CENS-R3,2010,2010,20 years,20,78225
,Census Region 3: South,CENS-R3,2010,2010,21 years,21,80130
,Census Region 3: South,CENS-R3,2010,2010,22 years,22,81769
,Census Region 3: South,CENS-R3,2010,2010,23 years,23,81317
,Census Region 3: South,CENS-R3,2010,2010,24 years,24,82909
,Census Region 3: South,CENS-R3,2010,2010,25 years,25,84526
,Census Region 3: South,CENS-R3,2010,2010,26 years,26,84742
,Census Region 3: South,CENS-R3,2010,2010,27 years,27,86380
,Census Region 3: South,CENS-R3,2010,2010,28 years,28,86902
,Census Region 3: South,CENS-R3,2010,2010,29 years,29,85051
,Census Region 3: South,CENS-R3,2010,2010,30 years,30,81119
,Census Region 3: South,CENS-R3,2010,2010,31 years,31,73663
,Census Region 3: South,CENS-R3,2010,2010,32 years,32,66363
,Census Region 3: South,CENS-R3,2010,2010,33 years,33,58921
,Census Region 3: South,CENS-R3,2010,2010,34 years,34,50436
,Census Region 3: South,CENS-R3,2010,2010,35 years,35,44277
,Census Region 3: South,CENS-R3,2010,2010,36 years,36,36381
,Census Region 3: South,CENS-R3,2010,2010,37 years,37,29872
,Census Region 3: South,CENS-R3,2010,2010,38 years,38,24627
,Census Region 3: South,CENS-R3,2010,2010,39 years,39,19634
,Census Region 3: South,CENS-R3,2010,2010,40 years,40,13955
,Census Region 3: South,CENS-R3,2010,2010,41 years,41,9124
,Census Region 3: South,CENS-R3,2010,2010,42 years,42,5795
,Census Region 3: South,CENS-R3,2010,2010,43 years,43,3555
,Census Region 3: South,CENS-R3,2010,2010,44 years,44,1920
,Census Region 3: South,CENS-R3,2010,2010,45 years,45,1029
,Census Region 3: South,CENS-R3,2010,2010,46 years,46,558
,Census Region 3: South,CENS-R3,2010,2010,47 years,47,292
,Census Region 3: South,CENS-R3,2010,2010,48 years,48,165
,Census Region 3: South,CENS-R3,2010,2010,49 years,49,79
